num__age,num__income,num__time_spent_on_platform,num__number_of_sessions,num__fields_filled_percentage,cat__employment_type_contractor,cat__employment_type_full_time,cat__employment_type_part_time,cat__employment_type_unemployed,cat__marital_status_divorced,cat__marital_status_married,cat__marital_status_single,cat__previous_year_filing_0,cat__previous_year_filing_1,cat__device_type_desktop,cat__device_type_mobile,cat__device_type_tablet,cat__referral_source_friend_referral,cat__referral_source_organic_search,cat__referral_source_social_media_ad
-0.8372897274146351,0.2665681396348312,0.31182017008084684,0.5971874672339341,-1.2379507635113893,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.5338725308233745,-1.5588785097165645,-0.22400050648556472,0.5971874672339341,0.7703051060883794,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.6935829238850588,-1.1258803639632207,1.2780122908996616,-0.645981863463821,-0.6488615177223772,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.4061693168259062,1.5891738236369366,-0.10148332968293075,1.2187721325828118,-0.0780241112189377,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.3842181025867637,-0.19188641541351265,0.3138080007069683,1.2187721325828118,-1.3292407086879021,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.3842181025867637,0.852680607604142,1.1333262429858395,0.5971874672339341,1.7406052839425596,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.3901657272937982,-1.4312547664725035,0.3920921665363822,0.28639513455949533,0.8635365486865301,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.2624625132963298,-0.19178390638279452,1.5210989718492014,1.5295644652572504,-0.3518090540456089,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.19060911153154164,-0.7739668615079106,0.7459306167822225,-1.2675665288126987,-1.5521892115553004,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.3901657272937982,-0.9690757166414012,1.0388535223339956,-0.33518953078938224,1.2709526627388745,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.31236470082197554,-1.0290093299345962,2.8289608570341267,-0.645981863463821,-1.1491768246727654,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.33431591506111796,-1.669349075153793,1.4285701610944053,-0.33518953078938224,-1.5650981796095331,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.1746055219994336,-0.3276425417612111,-2.5167831581965903,-1.8891511941615762,0.9677082234375131,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.1027521202346455,1.248570484237526,-0.7005494452650329,-0.02439719811494345,1.2399252329928978,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.1746055219994336,-1.14064166438663,0.05544659486818834,-0.02439719811494345,-0.41589721136258484,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.4839703432977287,-1.5524887801351348,-0.09752913266244483,1.5295644652572504,1.131286502219807,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.6995305485920933,-0.46015254880283574,-0.17725860879797575,-0.33518953078938224,-0.9507156850135725,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.52792490611634,1.1009574800034314,-0.5811759420052713,-0.02439719811494345,-0.16321270371777366,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.7434851114107046,1.351797078170674,0.15200485291507096,0.907979799908373,1.5262880292860321,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0308987184698573,-0.36652763408028505,-0.6664308278607868,0.28639513455949533,-1.531527251678474,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.5498761203554825,1.2202779917593245,-1.1611520953408023,0.907979799908373,0.07036793927337366,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.1027521202346455,-0.1443222251603044,0.08121561659746301,-0.9567741961382599,0.1342451842166678,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.8871919149402809,1.186723369037593,-2.1548077934868415,-0.33518953078938224,-0.022095172223391354,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.8871919149402809,1.3371041171010767,-0.7119014898355728,1.5295644652572504,-0.22250885390729913,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0308987184698573,1.390716340166654,-0.4547280872583367,0.5971874672339341,1.5132237234982913,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.5997783078811283,1.3799187222643452,-0.24710350034023204,-0.02439719811494345,1.270226203984257,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.1247033344737878,-0.732006498267293,0.8187102650740069,1.2187721325828118,-0.8432951439800365,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.3402635397681524,0.7733386178283163,-0.25493179261368537,1.5295644652572504,1.6492614242506487,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.765436325649847,-1.1519518274425293,0.025848228349284942,-0.33518953078938224,-1.0165130511915497,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.5338725308233745,-0.7402755600785548,-0.2436833193854351,-0.33518953078938224,0.9011500247925006,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.4839703432977287,1.1629754435878947,1.537981339094114,-2.199943526836015,-1.7039450464308945,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.6935829238850588,0.5140591094652818,0.6339577162644929,-1.2675665288126987,0.43720352605163526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.6217295221202707,-1.3910712264310001,0.9905579826450297,0.28639513455949533,1.1213195784071752,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.196556736238576,-1.0184508997706296,-0.8941750317226179,-0.645981863463821,-1.7021527190067174,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.555823745062517,0.4224502056801875,-1.9273130943841537,-0.645981863463821,-0.41875917935976914,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.1027521202346455,-0.4469972231940102,-1.6803695260789693,-0.33518953078938224,-1.6870329211424273,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.627677146827305,-1.5889136557169738,0.12897375960610571,-0.33518953078938224,0.8241755459185526,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.5498761203554825,1.506585714555037,1.6822491318600692,0.907979799908373,-0.3645818692779888,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.1746055219994336,-1.5649607122058395,-0.5516080757298685,0.907979799908373,0.21652459941906746,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.627677146827305,-1.5403927145103966,-2.445392435643117,-0.33518953078938224,-1.089454039260653,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.9809965309442115,-1.2157807839030128,0.17496015867674694,0.907979799908373,-1.2283928482691315,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.24051129905718738,-0.794571176682253,-1.4127420865738516,-0.9567741961382599,-1.4875600339970587,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
-1.3402635397681524,-0.6301125217334806,-1.0207930356743888,-1.2675665288126987,-1.19611225574128,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
